raw_id;sample_code;sample_date;parcel_name;parameter_name;method;parameter_value;interpretation;parameter_unit;recommendations;loaded_at;source_file
336;2511798;29/10/2025;Faldo - 5 Adjacente;Enxofre;POS.011 (Extração em Mehlich 3);19.1;Médio;mg/kg S;15 kg/ha S;;raw_soil_fq.csv
337;2511798;29/10/2025;Faldo - 5 Adjacente;Ferro;POS.011 (Extração em Mehlich 3);40.6;Baixo;mg/kg Fe;2-4 kg/ha Fe;;raw_soil_fq.csv
338;2511798;29/10/2025;Faldo - 5 Adjacente;Fósforo (P₂O₅);POS.011 (Extração em Mehlich 3);102;Alto;mg/kg P₂O₅;0,5 kg/100m² P₂O₅;;raw_soil_fq.csv
339;2511798;29/10/2025;Faldo - 5 Adjacente;Grau de Saturação em Bases (GSB);ISO 23470;100;Muito alto;%;;;raw_soil_fq.csv
340;2511798;29/10/2025;Faldo - 5 Adjacente;Magnésio (%);ISO 23470;24.1;Alto;% Mg;;;raw_soil_fq.csv
341;2511798;29/10/2025;Faldo - 5 Adjacente;Magnésio (MgO);POS.011 (Extração em Mehlich 3);223;Excesso;mg/kg MgO;0-0,14 kg/100m² MgO;;raw_soil_fq.csv
342;2511798;29/10/2025;Faldo - 5 Adjacente;Manganês;POS.011 (Extração em Mehlich 3);0.56;Muito baixo;mg/kg Mn;;;raw_soil_fq.csv
343;2511798;29/10/2025;Faldo - 5 Adjacente;Manganês (MnAI);POS.011 (Extração em Mehlich 3);0;Baixo;MnAI;2-5 kg/ha Mn;;raw_soil_fq.csv
344;2511798;29/10/2025;Faldo - 5 Adjacente;Matéria Orgânica;EN 15936;2.2;Média;%;Aplicar 20 t/ha de estrume de bovino bem curtido;;raw_soil_fq.csv
345;2511798;29/10/2025;Faldo - 5 Adjacente;Molibdénio;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Mo;Aplicar por via foliar;;raw_soil_fq.csv
346;2511798;29/10/2025;Faldo - 5 Adjacente;Necessidade de Calcário;POS.061;0;Não há necessidade de aplicação de calcário.;    ;;;raw_soil_fq.csv
347;2511798;29/10/2025;Faldo - 5 Adjacente;Níquel;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Ni;Aplicar por via foliar ;;raw_soil_fq.csv
348;2511798;29/10/2025;Faldo - 5 Adjacente;Pesquisa de carbonatos;POS.030;1;Positiva; ;;;raw_soil_fq.csv
349;2511798;29/10/2025;Faldo - 5 Adjacente;pH(H₂O);ISO 10390;8.8;Alcalino;Unidades de pH;;;raw_soil_fq.csv
350;2511798;29/10/2025;Faldo - 5 Adjacente;Potássio (%);ISO 23470;3.3;Médio;% K;;;raw_soil_fq.csv
351;2511798;29/10/2025;Faldo - 5 Adjacente;Potássio (K₂O);POS.011 (Extração em Mehlich 3);69.1;Médio;mg/kg K₂O;0,6 kg/100m² K₂O;;raw_soil_fq.csv
352;2511798;29/10/2025;Faldo - 5 Adjacente;Razão C:N;MI;21.7;Muito alta - Será esperada uma libertação muito baixa de azoto pela matéria orgânica do solo;     ;;;raw_soil_fq.csv
353;2511798;29/10/2025;Faldo - 5 Adjacente;Razão Ca:K;ISO 23470;21;Desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
354;2511798;29/10/2025;Faldo - 5 Adjacente;Razão Ca:Mg;ISO 23470;2.9;Adequada; ;;;raw_soil_fq.csv
355;2511798;29/10/2025;Faldo - 5 Adjacente;Razão Mg:K;ISO 23470;7.3;Desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
356;2511798;29/10/2025;Faldo - 5 Adjacente;Sódio;POS.011 (Extração em Mehlich 3);29.2;-;mg/kg Na;;;raw_soil_fq.csv
357;2511798;29/10/2025;Faldo - 5 Adjacente;Sódio (%);ISO 23470;2.9;-;% Na;;;raw_soil_fq.csv
358;2511798;29/10/2025;Faldo - 5 Adjacente;Temperatura de medição do pH;MI;22.9;-;°C;;;raw_soil_fq.csv
359;2511798;29/10/2025;Faldo - 5 Adjacente;Textura do Campo;POS.027 (Feel method);7;Franco-Arenosa; ;;;raw_soil_fq.csv
360;2511798;29/10/2025;Faldo - 5 Adjacente;Zinco;POS.011 (Extração em Mehlich 3);0.5;Baixo;mg/kg Zn;1-3 kg/ha Zn;;raw_soil_fq.csv
361;2511799;29/10/2025;Faldo - 6 Green;Acidez de troca;MI;0;-;%;;;raw_soil_fq.csv
362;2511799;29/10/2025;Faldo - 6 Green;Azoto total ;POS.008 (Método de Dumas);0.17;Médio;% N;1,2-1,6 kg/100m² N;;raw_soil_fq.csv
363;2511799;29/10/2025;Faldo - 6 Green;Boro;POS.011 (Extração em Mehlich 3);0.35;Baixo;mg/kg B;1-3 kg/ha B;;raw_soil_fq.csv
364;2511799;29/10/2025;Faldo - 6 Green;Calcário ativo;POS.016 (Método de Drouineau);0;Baixo;% CaCO₃ (m/m);;;raw_soil_fq.csv
365;2511799;29/10/2025;Faldo - 6 Green;Calcário total;EN 15936;0.25;Não calcário;% CaCO₃ (m/m);;;raw_soil_fq.csv
366;2511799;29/10/2025;Faldo - 6 Green;Cálcio (%);ISO 23470;69.6;Médio;% Ca;;;raw_soil_fq.csv
367;2511799;29/10/2025;Faldo - 6 Green;Cálcio (CaO);POS.011 (Extração em Mehlich 3);1300;Excesso;mg/kg CaO;;;raw_soil_fq.csv
368;2511799;29/10/2025;Faldo - 6 Green;Capacidade de troca catiónica efetiva ;ISO 23470;4.36;Muito baixo;cmol⁺/kg;;;raw_soil_fq.csv
369;2511799;29/10/2025;Faldo - 6 Green;Cobalto;POS.011 (Extração em Mehlich 3);0.05;Baixo;mg/kg Co;Aplicar por via foliar;;raw_soil_fq.csv
370;2511799;29/10/2025;Faldo - 6 Green;Cobre;POS.011 (Extração em Mehlich 3);0.84;Alto;mg/kg Cu;-;;raw_soil_fq.csv
371;2511799;29/10/2025;Faldo - 6 Green;Condutividade Elétrica (a 25ºC);ISO 11265;0.18;Solo sem efeitos salinos;mS/cm;-;;raw_soil_fq.csv
372;2511799;29/10/2025;Faldo - 6 Green;Enxofre;POS.011 (Extração em Mehlich 3);51.6;Excesso;mg/kg S;-;;raw_soil_fq.csv
373;2511799;29/10/2025;Faldo - 6 Green;Ferro;POS.011 (Extração em Mehlich 3);83.8;Alto;mg/kg Fe;-;;raw_soil_fq.csv
374;2511799;29/10/2025;Faldo - 6 Green;Fósforo (P₂O₅);POS.011 (Extração em Mehlich 3);59.5;Baixo;mg/kg P₂O₅;0,8 kg/100m² P₂O₅;;raw_soil_fq.csv
375;2511799;29/10/2025;Faldo - 6 Green;Grau de Saturação em Bases (GSB);ISO 23470;100;Muito alto;%;;;raw_soil_fq.csv
376;2511799;29/10/2025;Faldo - 6 Green;Magnésio (%);ISO 23470;23.6;Alto;% Mg;;;raw_soil_fq.csv
377;2511799;29/10/2025;Faldo - 6 Green;Magnésio (MgO);POS.011 (Extração em Mehlich 3);238;Excesso;mg/kg MgO;0-0,14 kg/100m² MgO;;raw_soil_fq.csv
378;2511799;29/10/2025;Faldo - 6 Green;Manganês;POS.011 (Extração em Mehlich 3);8.2;Baixo;mg/kg Mn;;;raw_soil_fq.csv
379;2511799;29/10/2025;Faldo - 6 Green;Manganês (MnAI);POS.011 (Extração em Mehlich 3);0.2;Baixo;MnAI;2-5 kg/ha Mn;;raw_soil_fq.csv
380;2511799;29/10/2025;Faldo - 6 Green;Matéria Orgânica;EN 15936;1.7;Média;%;Aplicar 25 t/ha de estrume de bovino bem curtido;;raw_soil_fq.csv
381;2511799;29/10/2025;Faldo - 6 Green;Molibdénio;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Mo;Aplicar por via foliar;;raw_soil_fq.csv
382;2511799;29/10/2025;Faldo - 6 Green;Necessidade de Calcário;POS.061;0;Não há necessidade de aplicação de calcário.;    ;;;raw_soil_fq.csv
383;2511799;29/10/2025;Faldo - 6 Green;Níquel;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Ni;Aplicar por via foliar ;;raw_soil_fq.csv
384;2511799;29/10/2025;Faldo - 6 Green;Pesquisa de carbonatos;POS.030;1;Positiva; ;;;raw_soil_fq.csv
385;2511799;29/10/2025;Faldo - 6 Green;pH(H₂O);ISO 10390;8.7;Alcalino;Unidades de pH;;;raw_soil_fq.csv
386;2511799;29/10/2025;Faldo - 6 Green;Potássio (%);ISO 23470;2;Médio;% K;;;raw_soil_fq.csv
387;2511799;29/10/2025;Faldo - 6 Green;Potássio (K₂O);POS.011 (Extração em Mehlich 3);42.7;Médio;mg/kg K₂O;0,6 kg/100m² K₂O;;raw_soil_fq.csv
388;2511799;29/10/2025;Faldo - 6 Green;Razão C:N;MI;5.7;Baixa - Será esperada uma libertação forte de azoto pela matéria orgânica do solo;     ;;;raw_soil_fq.csv
389;2511799;29/10/2025;Faldo - 6 Green;Razão Ca:K;ISO 23470;35.1;Desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
390;2511799;29/10/2025;Faldo - 6 Green;Razão Ca:Mg;ISO 23470;2.9;Adequada; ;;;raw_soil_fq.csv
391;2511799;29/10/2025;Faldo - 6 Green;Razão Mg:K;ISO 23470;11.9;Muito desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
392;2511799;29/10/2025;Faldo - 6 Green;Sódio;POS.011 (Extração em Mehlich 3);50.7;-;mg/kg Na;;;raw_soil_fq.csv
393;2511799;29/10/2025;Faldo - 6 Green;Sódio (%);ISO 23470;4.8;-;% Na;;;raw_soil_fq.csv
394;2511799;29/10/2025;Faldo - 6 Green;Temperatura de medição do pH;MI;23;-;°C;;;raw_soil_fq.csv
395;2511799;29/10/2025;Faldo - 6 Green;Textura do Campo;POS.027 (Feel method);7;Franco-Arenosa; ;;;raw_soil_fq.csv
396;2511799;29/10/2025;Faldo - 6 Green;Zinco;POS.011 (Extração em Mehlich 3);6.2;Alto;mg/kg Zn;-;;raw_soil_fq.csv
397;2511800;29/10/2025;Faldo - 6 Adjacente;Acidez de troca;MI;0;-;%;;;raw_soil_fq.csv
398;2511800;29/10/2025;Faldo - 6 Adjacente;Azoto total ;POS.008 (Método de Dumas);0.17;Médio;% N;1,2-1,6 kg/100m² N;;raw_soil_fq.csv
399;2511800;29/10/2025;Faldo - 6 Adjacente;Boro;POS.011 (Extração em Mehlich 3);0.54;Alto;mg/kg B;-;;raw_soil_fq.csv
400;2511800;29/10/2025;Faldo - 6 Adjacente;Calcário ativo;POS.016 (Método de Drouineau);0;Baixo;% CaCO₃ (m/m);;;raw_soil_fq.csv
401;2511800;29/10/2025;Faldo - 6 Adjacente;Calcário total;EN 15936;0;Não calcário;% CaCO₃ (m/m);;;raw_soil_fq.csv
402;2511800;29/10/2025;Faldo - 6 Adjacente;Cálcio (%);ISO 23470;67.4;Médio;% Ca;;;raw_soil_fq.csv
403;2511800;29/10/2025;Faldo - 6 Adjacente;Cálcio (CaO);POS.011 (Extração em Mehlich 3);1300;Excesso;mg/kg CaO;;;raw_soil_fq.csv
404;2511800;29/10/2025;Faldo - 6 Adjacente;Capacidade de troca catiónica efetiva ;ISO 23470;4.52;Muito baixo;cmol⁺/kg;;;raw_soil_fq.csv
405;2511800;29/10/2025;Faldo - 6 Adjacente;Cobalto;POS.011 (Extração em Mehlich 3);0.16;Baixo;mg/kg Co;Aplicar por via foliar;;raw_soil_fq.csv
406;2511800;29/10/2025;Faldo - 6 Adjacente;Cobre;POS.011 (Extração em Mehlich 3);0.31;Baixo;mg/kg Cu;1 kg/ha Cu;;raw_soil_fq.csv
407;2511800;29/10/2025;Faldo - 6 Adjacente;Condutividade Elétrica (a 25ºC);ISO 11265;0.15;Solo sem efeitos salinos;mS/cm;-;;raw_soil_fq.csv
408;2511800;29/10/2025;Faldo - 6 Adjacente;Enxofre;POS.011 (Extração em Mehlich 3);47.3;Excesso;mg/kg S;-;;raw_soil_fq.csv
409;2511800;29/10/2025;Faldo - 6 Adjacente;Ferro;POS.011 (Extração em Mehlich 3);47.3;Baixo;mg/kg Fe;2-4 kg/ha Fe;;raw_soil_fq.csv
410;2511800;29/10/2025;Faldo - 6 Adjacente;Fósforo (P₂O₅);POS.011 (Extração em Mehlich 3);72.8;Baixo;mg/kg P₂O₅;0,8 kg/100m² P₂O₅;;raw_soil_fq.csv
411;2511800;29/10/2025;Faldo - 6 Adjacente;Grau de Saturação em Bases (GSB);ISO 23470;100;Muito alto;%;;;raw_soil_fq.csv
412;2511800;29/10/2025;Faldo - 6 Adjacente;Magnésio (%);ISO 23470;25.5;Alto;% Mg;;;raw_soil_fq.csv
413;2511800;29/10/2025;Faldo - 6 Adjacente;Magnésio (MgO);POS.011 (Extração em Mehlich 3);326;Excesso;mg/kg MgO;0-0,14 kg/100m² MgO;;raw_soil_fq.csv
414;2511800;29/10/2025;Faldo - 6 Adjacente;Manganês;POS.011 (Extração em Mehlich 3);0;Muito baixo;mg/kg Mn;;;raw_soil_fq.csv
415;2511800;29/10/2025;Faldo - 6 Adjacente;Manganês (MnAI);POS.011 (Extração em Mehlich 3);0;Baixo;MnAI;2-5 kg/ha Mn;;raw_soil_fq.csv
416;2511800;29/10/2025;Faldo - 6 Adjacente;Matéria Orgânica;EN 15936;4.3;Alta;%;Aplicar 15 t/ha de estrume de bovino bem curtido;;raw_soil_fq.csv
417;2511800;29/10/2025;Faldo - 6 Adjacente;Molibdénio;POS.011 (Extração em Mehlich 3);0.01;Baixo;mg/kg Mo;Aplicar por via foliar;;raw_soil_fq.csv
418;2511800;29/10/2025;Faldo - 6 Adjacente;Necessidade de Calcário;POS.061;0;Não há necessidade de aplicação de calcário.;    ;;;raw_soil_fq.csv
419;2511800;29/10/2025;Faldo - 6 Adjacente;Níquel;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Ni;Aplicar por via foliar ;;raw_soil_fq.csv
420;2511800;29/10/2025;Faldo - 6 Adjacente;Pesquisa de carbonatos;POS.030;1;Positiva; ;;;raw_soil_fq.csv
421;2511800;29/10/2025;Faldo - 6 Adjacente;pH(H₂O);ISO 10390;8.3;Alcalino;Unidades de pH;;;raw_soil_fq.csv
422;2511800;29/10/2025;Faldo - 6 Adjacente;Potássio (%);ISO 23470;2.1;Médio;% K;;;raw_soil_fq.csv
423;2511800;29/10/2025;Faldo - 6 Adjacente;Potássio (K₂O);POS.011 (Extração em Mehlich 3);54.4;Médio;mg/kg K₂O;0,6 kg/100m² K₂O;;raw_soil_fq.csv
424;2511800;29/10/2025;Faldo - 6 Adjacente;Razão C:N;MI;14.7;Alta - Será esperada uma libertação baixa de azoto pela matéria orgânica do solo;     ;;;raw_soil_fq.csv
425;2511800;29/10/2025;Faldo - 6 Adjacente;Razão Ca:K;ISO 23470;32.1;Desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
426;2511800;29/10/2025;Faldo - 6 Adjacente;Razão Ca:Mg;ISO 23470;2.6;Adequada; ;;;raw_soil_fq.csv
427;2511800;29/10/2025;Faldo - 6 Adjacente;Razão Mg:K;ISO 23470;12.1;Muito desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
428;2511800;29/10/2025;Faldo - 6 Adjacente;Sódio;POS.011 (Extração em Mehlich 3);66.3;-;mg/kg Na;;;raw_soil_fq.csv
429;2511800;29/10/2025;Faldo - 6 Adjacente;Sódio (%);ISO 23470;5;-;% Na;;;raw_soil_fq.csv
430;2511800;29/10/2025;Faldo - 6 Adjacente;Temperatura de medição do pH;MI;23;-;°C;;;raw_soil_fq.csv
431;2511800;29/10/2025;Faldo - 6 Adjacente;Textura do Campo;POS.027 (Feel method);7;Franco-Arenosa; ;;;raw_soil_fq.csv
432;2511800;29/10/2025;Faldo - 6 Adjacente;Zinco;POS.011 (Extração em Mehlich 3);2.2;Alto;mg/kg Zn;-;;raw_soil_fq.csv
433;2511801;29/10/2025;O'conner - 1 Green;Acidez de troca;MI;0;-;%;;;raw_soil_fq.csv
434;2511801;29/10/2025;O'conner - 1 Green;Azoto total ;POS.008 (Método de Dumas);0.14;Médio;% N;1,2-1,6 kg/100m² N;;raw_soil_fq.csv
435;2511801;29/10/2025;O'conner - 1 Green;Boro;POS.011 (Extração em Mehlich 3);0.24;Baixo;mg/kg B;1-3 kg/ha B;;raw_soil_fq.csv
436;2511801;29/10/2025;O'conner - 1 Green;Calcário ativo;POS.016 (Método de Drouineau);0;Baixo;% CaCO₃ (m/m);;;raw_soil_fq.csv
437;2511801;29/10/2025;O'conner - 1 Green;Calcário total;EN 15936;0.5;Não calcário;% CaCO₃ (m/m);;;raw_soil_fq.csv
438;2511801;29/10/2025;O'conner - 1 Green;Cálcio (%);ISO 23470;69.6;Médio;% Ca;;;raw_soil_fq.csv
439;2511801;29/10/2025;O'conner - 1 Green;Cálcio (CaO);POS.011 (Extração em Mehlich 3);917;Alto;mg/kg CaO;;;raw_soil_fq.csv
440;2511801;29/10/2025;O'conner - 1 Green;Capacidade de troca catiónica efetiva ;ISO 23470;3.36;Muito baixo;cmol⁺/kg;;;raw_soil_fq.csv
441;2511801;29/10/2025;O'conner - 1 Green;Cobalto;POS.011 (Extração em Mehlich 3);0.1;Baixo;mg/kg Co;Aplicar por via foliar;;raw_soil_fq.csv
442;2511801;29/10/2025;O'conner - 1 Green;Cobre;POS.011 (Extração em Mehlich 3);0.6;Alto;mg/kg Cu;-;;raw_soil_fq.csv
443;2511801;29/10/2025;O'conner - 1 Green;Condutividade Elétrica (a 25ºC);ISO 11265;0.15;Solo sem efeitos salinos;mS/cm;-;;raw_soil_fq.csv
444;2511801;29/10/2025;O'conner - 1 Green;Enxofre;POS.011 (Extração em Mehlich 3);54;Excesso;mg/kg S;-;;raw_soil_fq.csv
445;2511801;29/10/2025;O'conner - 1 Green;Ferro;POS.011 (Extração em Mehlich 3);86;Alto;mg/kg Fe;-;;raw_soil_fq.csv
446;2511801;29/10/2025;O'conner - 1 Green;Fósforo (P₂O₅);POS.011 (Extração em Mehlich 3);60.4;Baixo;mg/kg P₂O₅;0,8 kg/100m² P₂O₅;;raw_soil_fq.csv
447;2511801;29/10/2025;O'conner - 1 Green;Grau de Saturação em Bases (GSB);ISO 23470;100;Muito alto;%;;;raw_soil_fq.csv
448;2511801;29/10/2025;O'conner - 1 Green;Magnésio (%);ISO 23470;24.6;Alto;% Mg;;;raw_soil_fq.csv
449;2511801;29/10/2025;O'conner - 1 Green;Magnésio (MgO);POS.011 (Extração em Mehlich 3);200;Alto;mg/kg MgO;0,25 kg/100m² MgO;;raw_soil_fq.csv
450;2511801;29/10/2025;O'conner - 1 Green;Manganês;POS.011 (Extração em Mehlich 3);3;Muito baixo;mg/kg Mn;;;raw_soil_fq.csv
451;2511801;29/10/2025;O'conner - 1 Green;Manganês (MnAI);POS.011 (Extração em Mehlich 3);0;Baixo;MnAI;2-5 kg/ha Mn;;raw_soil_fq.csv
452;2511801;29/10/2025;O'conner - 1 Green;Matéria Orgânica;EN 15936;1.4;Baixa;%;Aplicar 25 t/ha de estrume de bovino bem curtido;;raw_soil_fq.csv
453;2511801;29/10/2025;O'conner - 1 Green;Molibdénio;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Mo;Aplicar por via foliar;;raw_soil_fq.csv
454;2511801;29/10/2025;O'conner - 1 Green;Necessidade de Calcário;POS.061;0;Não há necessidade de aplicação de calcário.;    ;;;raw_soil_fq.csv
455;2511801;29/10/2025;O'conner - 1 Green;Níquel;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Ni;Aplicar por via foliar ;;raw_soil_fq.csv
456;2511801;29/10/2025;O'conner - 1 Green;Pesquisa de carbonatos;POS.030;1;Positiva; ;;;raw_soil_fq.csv
457;2511801;29/10/2025;O'conner - 1 Green;pH(H₂O);ISO 10390;8.7;Alcalino;Unidades de pH;;;raw_soil_fq.csv
458;2511801;29/10/2025;O'conner - 1 Green;Potássio (%);ISO 23470;1.5;Médio;% K;;;raw_soil_fq.csv
459;2511801;29/10/2025;O'conner - 1 Green;Potássio (K₂O);POS.011 (Extração em Mehlich 3);28.1;Baixo;mg/kg K₂O;0,8 kg/100m² K₂O;;raw_soil_fq.csv
460;2511801;29/10/2025;O'conner - 1 Green;Razão C:N;MI;5.6;Baixa - Será esperada uma libertação forte de azoto pela matéria orgânica do solo;     ;;;raw_soil_fq.csv
461;2511801;29/10/2025;O'conner - 1 Green;Razão Ca:K;ISO 23470;46.1;Desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
462;2511801;29/10/2025;O'conner - 1 Green;Razão Ca:Mg;ISO 23470;2.8;Adequada; ;;;raw_soil_fq.csv
463;2511801;29/10/2025;O'conner - 1 Green;Razão Mg:K;ISO 23470;16.3;Muito desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
464;2511801;29/10/2025;O'conner - 1 Green;Sódio;POS.011 (Extração em Mehlich 3);37.8;-;mg/kg Na;;;raw_soil_fq.csv
465;2511801;29/10/2025;O'conner - 1 Green;Sódio (%);ISO 23470;4.2;-;% Na;;;raw_soil_fq.csv
466;2511801;29/10/2025;O'conner - 1 Green;Temperatura de medição do pH;MI;23;-;°C;;;raw_soil_fq.csv
467;2511801;29/10/2025;O'conner - 1 Green;Textura do Campo;POS.027 (Feel method);7;Franco-Arenosa; ;;;raw_soil_fq.csv
468;2511801;29/10/2025;O'conner - 1 Green;Zinco;POS.011 (Extração em Mehlich 3);4.9;Alto;mg/kg Zn;-;;raw_soil_fq.csv
469;2511802;29/10/2025;O'conner - 1 Adjacente;Acidez de troca;MI;0;-;%;;;raw_soil_fq.csv
470;2511802;29/10/2025;O'conner - 1 Adjacente;Azoto total ;POS.008 (Método de Dumas);0.18;Médio;% N;1,2-1,6 kg/100m² N;;raw_soil_fq.csv
471;2511802;29/10/2025;O'conner - 1 Adjacente;Boro;POS.011 (Extração em Mehlich 3);0.43;Baixo;mg/kg B;1-3 kg/ha B;;raw_soil_fq.csv
472;2511802;29/10/2025;O'conner - 1 Adjacente;Calcário ativo;POS.016 (Método de Drouineau);0;Baixo;% CaCO₃ (m/m);;;raw_soil_fq.csv
473;2511802;29/10/2025;O'conner - 1 Adjacente;Calcário total;EN 15936;0.83;Não calcário;% CaCO₃ (m/m);;;raw_soil_fq.csv
474;2511802;29/10/2025;O'conner - 1 Adjacente;Cálcio (%);ISO 23470;72;Médio;% Ca;;;raw_soil_fq.csv
475;2511802;29/10/2025;O'conner - 1 Adjacente;Cálcio (CaO);POS.011 (Extração em Mehlich 3);1200;Excesso;mg/kg CaO;;;raw_soil_fq.csv
476;2511802;29/10/2025;O'conner - 1 Adjacente;Capacidade de troca catiónica efetiva ;ISO 23470;4;Muito baixo;cmol⁺/kg;;;raw_soil_fq.csv
477;2511802;29/10/2025;O'conner - 1 Adjacente;Cobalto;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Co;Aplicar por via foliar;;raw_soil_fq.csv
478;2511802;29/10/2025;O'conner - 1 Adjacente;Cobre;POS.011 (Extração em Mehlich 3);0.06;Baixo;mg/kg Cu;1 kg/ha Cu;;raw_soil_fq.csv
479;2511802;29/10/2025;O'conner - 1 Adjacente;Condutividade Elétrica (a 25ºC);ISO 11265;0.1;Solo sem efeitos salinos;mS/cm;-;;raw_soil_fq.csv
480;2511802;29/10/2025;O'conner - 1 Adjacente;Enxofre;POS.011 (Extração em Mehlich 3);25.6;Alto;mg/kg S;5-10 kg/ha S;;raw_soil_fq.csv
481;2511802;29/10/2025;O'conner - 1 Adjacente;Ferro;POS.011 (Extração em Mehlich 3);26.9;Baixo;mg/kg Fe;2-4 kg/ha Fe;;raw_soil_fq.csv
482;2511802;29/10/2025;O'conner - 1 Adjacente;Fósforo (P₂O₅);POS.011 (Extração em Mehlich 3);144;Alto;mg/kg P₂O₅;0,5 kg/100m² P₂O₅;;raw_soil_fq.csv
483;2511802;29/10/2025;O'conner - 1 Adjacente;Grau de Saturação em Bases (GSB);ISO 23470;100;Muito alto;%;;;raw_soil_fq.csv
484;2511802;29/10/2025;O'conner - 1 Adjacente;Magnésio (%);ISO 23470;23;Alto;% Mg;;;raw_soil_fq.csv
485;2511802;29/10/2025;O'conner - 1 Adjacente;Magnésio (MgO);POS.011 (Extração em Mehlich 3);242;Excesso;mg/kg MgO;0-0,14 kg/100m² MgO;;raw_soil_fq.csv
486;2511802;29/10/2025;O'conner - 1 Adjacente;Manganês;POS.011 (Extração em Mehlich 3);0.66;Muito baixo;mg/kg Mn;;;raw_soil_fq.csv
487;2511802;29/10/2025;O'conner - 1 Adjacente;Manganês (MnAI);POS.011 (Extração em Mehlich 3);0;Baixo;MnAI;2-5 kg/ha Mn;;raw_soil_fq.csv
488;2511802;29/10/2025;O'conner - 1 Adjacente;Matéria Orgânica;EN 15936;4.7;Muito alta;%;Aplicar 15 t/ha de estrume de bovino bem curtido;;raw_soil_fq.csv
489;2511802;29/10/2025;O'conner - 1 Adjacente;Molibdénio;POS.011 (Extração em Mehlich 3);0.01;Baixo;mg/kg Mo;Aplicar por via foliar;;raw_soil_fq.csv
490;2511802;29/10/2025;O'conner - 1 Adjacente;Necessidade de Calcário;POS.061;0;Não há necessidade de aplicação de calcário.;    ;;;raw_soil_fq.csv
491;2511802;29/10/2025;O'conner - 1 Adjacente;Níquel;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Ni;Aplicar por via foliar ;;raw_soil_fq.csv
492;2511802;29/10/2025;O'conner - 1 Adjacente;Pesquisa de carbonatos;POS.030;1;Positiva; ;;;raw_soil_fq.csv
493;2511802;29/10/2025;O'conner - 1 Adjacente;pH(H₂O);ISO 10390;8.3;Alcalino;Unidades de pH;;;raw_soil_fq.csv
494;2511802;29/10/2025;O'conner - 1 Adjacente;Potássio (%);ISO 23470;1.6;Médio;% K;;;raw_soil_fq.csv
495;2511802;29/10/2025;O'conner - 1 Adjacente;Potássio (K₂O);POS.011 (Extração em Mehlich 3);34.6;Baixo;mg/kg K₂O;0,8 kg/100m² K₂O;;raw_soil_fq.csv
496;2511802;29/10/2025;O'conner - 1 Adjacente;Razão C:N;MI;15;Alta - Será esperada uma libertação baixa de azoto pela matéria orgânica do solo;     ;;;raw_soil_fq.csv
497;2511802;29/10/2025;O'conner - 1 Adjacente;Razão Ca:K;ISO 23470;46.2;Desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
498;2511802;29/10/2025;O'conner - 1 Adjacente;Razão Ca:Mg;ISO 23470;3.1;Adequada; ;;;raw_soil_fq.csv
499;2511802;29/10/2025;O'conner - 1 Adjacente;Razão Mg:K;ISO 23470;14.8;Muito desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
500;2511802;29/10/2025;O'conner - 1 Adjacente;Sódio;POS.011 (Extração em Mehlich 3);35.5;-;mg/kg Na;;;raw_soil_fq.csv
501;2511802;29/10/2025;O'conner - 1 Adjacente;Sódio (%);ISO 23470;3.3;-;% Na;;;raw_soil_fq.csv
502;2511802;29/10/2025;O'conner - 1 Adjacente;Temperatura de medição do pH;MI;23;-;°C;;;raw_soil_fq.csv
503;2511802;29/10/2025;O'conner - 1 Adjacente;Textura do Campo;POS.027 (Feel method);7;Franco-Arenosa; ;;;raw_soil_fq.csv
504;2511802;29/10/2025;O'conner - 1 Adjacente;Zinco;POS.011 (Extração em Mehlich 3);0.66;Baixo;mg/kg Zn;1-3 kg/ha Zn;;raw_soil_fq.csv
505;2511803;29/10/2025;O'conner - 2 Green;Acidez de troca;MI;0;-;%;;;raw_soil_fq.csv
506;2511803;29/10/2025;O'conner - 2 Green;Azoto total ;POS.008 (Método de Dumas);0.14;Médio;% N;1,2-1,6 kg/100m² N;;raw_soil_fq.csv
507;2511803;29/10/2025;O'conner - 2 Green;Boro;POS.011 (Extração em Mehlich 3);0.41;Baixo;mg/kg B;1-3 kg/ha B;;raw_soil_fq.csv
