raw_id;sample_code;sample_date;parcel_name;parameter_name;method;parameter_value;interpretation;parameter_unit;recommendations;loaded_at;source_file
163;2511793;29/10/2025;Faldo - 3 Green;Manganês (MnAI);POS.011 (Extração em Mehlich 3);0;Baixo;MnAI;2-5 kg/ha Mn;;raw_soil_fq.csv
164;2511793;29/10/2025;Faldo - 3 Green;Matéria Orgânica;EN 15936;2.4;Média;%;Aplicar 20 t/ha de estrume de bovino bem curtido;;raw_soil_fq.csv
165;2511793;29/10/2025;Faldo - 3 Green;Molibdénio;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Mo;Aplicar por via foliar;;raw_soil_fq.csv
166;2511793;29/10/2025;Faldo - 3 Green;Necessidade de Calcário;POS.061;0;Não há necessidade de aplicação de calcário.;    ;;;raw_soil_fq.csv
167;2511793;29/10/2025;Faldo - 3 Green;Níquel;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Ni;Aplicar por via foliar ;;raw_soil_fq.csv
168;2511793;29/10/2025;Faldo - 3 Green;Pesquisa de carbonatos;POS.030;1;Positiva; ;;;raw_soil_fq.csv
169;2511793;29/10/2025;Faldo - 3 Green;pH(H₂O);ISO 10390;8.6;Alcalino;Unidades de pH;;;raw_soil_fq.csv
170;2511793;29/10/2025;Faldo - 3 Green;Potássio (%);ISO 23470;1.5;Médio;% K;;;raw_soil_fq.csv
171;2511793;29/10/2025;Faldo - 3 Green;Potássio (K₂O);POS.011 (Extração em Mehlich 3);26.9;Baixo;mg/kg K₂O;0,8 kg/100m² K₂O;;raw_soil_fq.csv
172;2511793;29/10/2025;Faldo - 3 Green;Razão C:N;MI;15.6;Muito alta - Será esperada uma libertação muito baixa de azoto pela matéria orgânica do solo;     ;;;raw_soil_fq.csv
173;2511793;29/10/2025;Faldo - 3 Green;Razão Ca:K;ISO 23470;49.3;Desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
174;2511793;29/10/2025;Faldo - 3 Green;Razão Ca:Mg;ISO 23470;3.2;Adequada; ;;;raw_soil_fq.csv
175;2511793;29/10/2025;Faldo - 3 Green;Razão Mg:K;ISO 23470;15.6;Muito desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
176;2511793;29/10/2025;Faldo - 3 Green;Sódio;POS.011 (Extração em Mehlich 3);28.9;-;mg/kg Na;;;raw_soil_fq.csv
177;2511793;29/10/2025;Faldo - 3 Green;Sódio (%);ISO 23470;3;-;% Na;;;raw_soil_fq.csv
178;2511793;29/10/2025;Faldo - 3 Green;Temperatura de medição do pH;MI;23.2;-;°C;;;raw_soil_fq.csv
179;2511793;29/10/2025;Faldo - 3 Green;Textura do Campo;POS.027 (Feel method);7;Franco-Arenosa; ;;;raw_soil_fq.csv
180;2511793;29/10/2025;Faldo - 3 Green;Zinco;POS.011 (Extração em Mehlich 3);5.7;Alto;mg/kg Zn;-;;raw_soil_fq.csv
181;2511794;29/10/2025;Faldo - 3 Adjacente;Acidez de troca;MI;0;-;%;;;raw_soil_fq.csv
182;2511794;29/10/2025;Faldo - 3 Adjacente;Azoto total ;POS.008 (Método de Dumas);0.48;Excesso;% N;0 kg/100m² N;;raw_soil_fq.csv
183;2511794;29/10/2025;Faldo - 3 Adjacente;Boro;POS.011 (Extração em Mehlich 3);1;Alto;mg/kg B;;;raw_soil_fq.csv
184;2511794;29/10/2025;Faldo - 3 Adjacente;Calcário ativo;POS.016 (Método de Drouineau);0;Baixo;% CaCO₃ (m/m);;;raw_soil_fq.csv
185;2511794;29/10/2025;Faldo - 3 Adjacente;Calcário total;EN 15936;0.83;Não calcário;% CaCO₃ (m/m);;;raw_soil_fq.csv
186;2511794;29/10/2025;Faldo - 3 Adjacente;Cálcio (%);ISO 23470;67.9;Médio;% Ca;;;raw_soil_fq.csv
187;2511794;29/10/2025;Faldo - 3 Adjacente;Cálcio (CaO);POS.011 (Extração em Mehlich 3);1800;Excesso;mg/kg CaO;;;raw_soil_fq.csv
188;2511794;29/10/2025;Faldo - 3 Adjacente;Capacidade de troca catiónica efetiva ;ISO 23470;6.79;Baixo;cmol⁺/kg;;;raw_soil_fq.csv
189;2511794;29/10/2025;Faldo - 3 Adjacente;Cobalto;POS.011 (Extração em Mehlich 3);0.04;Baixo;mg/kg Co;Aplicar por via foliar;;raw_soil_fq.csv
190;2511794;29/10/2025;Faldo - 3 Adjacente;Cobre;POS.011 (Extração em Mehlich 3);0.3;Baixo;mg/kg Cu;1 kg/ha Cu;;raw_soil_fq.csv
191;2511794;29/10/2025;Faldo - 3 Adjacente;Condutividade Elétrica (a 25ºC);ISO 11265;0.18;Solo sem efeitos salinos;mS/cm;-;;raw_soil_fq.csv
192;2511794;29/10/2025;Faldo - 3 Adjacente;Enxofre;POS.011 (Extração em Mehlich 3);56.5;Excesso;mg/kg S;-;;raw_soil_fq.csv
193;2511794;29/10/2025;Faldo - 3 Adjacente;Ferro;POS.011 (Extração em Mehlich 3);30.7;Baixo;mg/kg Fe;2-4 kg/ha Fe;;raw_soil_fq.csv
194;2511794;29/10/2025;Faldo - 3 Adjacente;Fósforo (P₂O₅);POS.011 (Extração em Mehlich 3);184;Excesso;mg/kg P₂O₅;0,5 kg/100m² P₂O₅;;raw_soil_fq.csv
195;2511794;29/10/2025;Faldo - 3 Adjacente;Grau de Saturação em Bases (GSB);ISO 23470;100;Muito alto;%;;;raw_soil_fq.csv
196;2511794;29/10/2025;Faldo - 3 Adjacente;Magnésio (%);ISO 23470;26.3;Alto;% Mg;;;raw_soil_fq.csv
197;2511794;29/10/2025;Faldo - 3 Adjacente;Magnésio (MgO);POS.011 (Extração em Mehlich 3);471;Excesso;mg/kg MgO;0-0,14 kg/100m² MgO;;raw_soil_fq.csv
198;2511794;29/10/2025;Faldo - 3 Adjacente;Manganês;POS.011 (Extração em Mehlich 3);8.1;Baixo;mg/kg Mn;;;raw_soil_fq.csv
199;2511794;29/10/2025;Faldo - 3 Adjacente;Manganês (MnAI);POS.011 (Extração em Mehlich 3);1.4;Baixo;MnAI;2-5 kg/ha Mn;;raw_soil_fq.csv
200;2511794;29/10/2025;Faldo - 3 Adjacente;Matéria Orgânica;EN 15936;9.8;Muito alta;%;Aplicar 0-10 t/ha de estrume de bovino bem curtido;;raw_soil_fq.csv
201;2511794;29/10/2025;Faldo - 3 Adjacente;Molibdénio;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Mo;Aplicar por via foliar;;raw_soil_fq.csv
202;2511794;29/10/2025;Faldo - 3 Adjacente;Necessidade de Calcário;POS.061;0;Não há necessidade de aplicação de calcário.;    ;;;raw_soil_fq.csv
203;2511794;29/10/2025;Faldo - 3 Adjacente;Níquel;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Ni;Aplicar por via foliar ;;raw_soil_fq.csv
204;2511794;29/10/2025;Faldo - 3 Adjacente;Pesquisa de carbonatos;POS.030;1;Positiva; ;;;raw_soil_fq.csv
205;2511794;29/10/2025;Faldo - 3 Adjacente;pH(H₂O);ISO 10390;8.6;Alcalino;Unidades de pH;;;raw_soil_fq.csv
206;2511794;29/10/2025;Faldo - 3 Adjacente;Potássio (%);ISO 23470;1.9;Médio;% K;;;raw_soil_fq.csv
207;2511794;29/10/2025;Faldo - 3 Adjacente;Potássio (K₂O);POS.011 (Extração em Mehlich 3);75.6;Alto;mg/kg K₂O;0,5 kg/100m² K₂O;;raw_soil_fq.csv
208;2511794;29/10/2025;Faldo - 3 Adjacente;Razão C:N;MI;11.9;Normal - Será esperada uma libertação média de azoto pela matéria orgânica do solo;     ;;;raw_soil_fq.csv
209;2511794;29/10/2025;Faldo - 3 Adjacente;Razão Ca:K;ISO 23470;34.8;Desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
210;2511794;29/10/2025;Faldo - 3 Adjacente;Razão Ca:Mg;ISO 23470;2.6;Adequada; ;;;raw_soil_fq.csv
211;2511794;29/10/2025;Faldo - 3 Adjacente;Razão Mg:K;ISO 23470;13.5;Muito desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
212;2511794;29/10/2025;Faldo - 3 Adjacente;Sódio;POS.011 (Extração em Mehlich 3);71.7;-;mg/kg Na;;;raw_soil_fq.csv
213;2511794;29/10/2025;Faldo - 3 Adjacente;Sódio (%);ISO 23470;3.8;-;% Na;;;raw_soil_fq.csv
214;2511794;29/10/2025;Faldo - 3 Adjacente;Temperatura de medição do pH;MI;23.2;-;°C;;;raw_soil_fq.csv
215;2511794;29/10/2025;Faldo - 3 Adjacente;Textura do Campo;POS.027 (Feel method);7;Franco-Arenosa; ;;;raw_soil_fq.csv
216;2511794;29/10/2025;Faldo - 3 Adjacente;Zinco;POS.011 (Extração em Mehlich 3);2.1;Alto;mg/kg Zn;-;;raw_soil_fq.csv
217;2511795;29/10/2025;Faldo - 4 Green;Acidez de troca;MI;0;-;%;;;raw_soil_fq.csv
218;2511795;29/10/2025;Faldo - 4 Green;Azoto total ;POS.008 (Método de Dumas);0.13;Médio;% N;1,2-1,6 kg/100m² N;;raw_soil_fq.csv
219;2511795;29/10/2025;Faldo - 4 Green;Boro;POS.011 (Extração em Mehlich 3);0.33;Baixo;mg/kg B;1-3 kg/ha B;;raw_soil_fq.csv
220;2511795;29/10/2025;Faldo - 4 Green;Calcário ativo;POS.016 (Método de Drouineau);0;Baixo;% CaCO₃ (m/m);;;raw_soil_fq.csv
221;2511795;29/10/2025;Faldo - 4 Green;Calcário total;EN 15936;0.5;Não calcário;% CaCO₃ (m/m);;;raw_soil_fq.csv
222;2511795;29/10/2025;Faldo - 4 Green;Cálcio (%);ISO 23470;74.5;Médio;% Ca;;;raw_soil_fq.csv
223;2511795;29/10/2025;Faldo - 4 Green;Cálcio (CaO);POS.011 (Extração em Mehlich 3);1200;Excesso;mg/kg CaO;;;raw_soil_fq.csv
224;2511795;29/10/2025;Faldo - 4 Green;Capacidade de troca catiónica efetiva ;ISO 23470;3.43;Muito baixo;cmol⁺/kg;;;raw_soil_fq.csv
225;2511795;29/10/2025;Faldo - 4 Green;Cobalto;POS.011 (Extração em Mehlich 3);0.08;Baixo;mg/kg Co;Aplicar por via foliar;;raw_soil_fq.csv
226;2511795;29/10/2025;Faldo - 4 Green;Cobre;POS.011 (Extração em Mehlich 3);0.95;Alto;mg/kg Cu;-;;raw_soil_fq.csv
227;2511795;29/10/2025;Faldo - 4 Green;Condutividade Elétrica (a 25ºC);ISO 11265;0.12;Solo sem efeitos salinos;mS/cm;-;;raw_soil_fq.csv
228;2511795;29/10/2025;Faldo - 4 Green;Enxofre;POS.011 (Extração em Mehlich 3);46.1;Excesso;mg/kg S;-;;raw_soil_fq.csv
229;2511795;29/10/2025;Faldo - 4 Green;Ferro;POS.011 (Extração em Mehlich 3);77.7;Alto;mg/kg Fe;-;;raw_soil_fq.csv
230;2511795;29/10/2025;Faldo - 4 Green;Fósforo (P₂O₅);POS.011 (Extração em Mehlich 3);58;Baixo;mg/kg P₂O₅;0,8 kg/100m² P₂O₅;;raw_soil_fq.csv
231;2511795;29/10/2025;Faldo - 4 Green;Grau de Saturação em Bases (GSB);ISO 23470;100;Muito alto;%;;;raw_soil_fq.csv
232;2511795;29/10/2025;Faldo - 4 Green;Magnésio (%);ISO 23470;21.1;Alto;% Mg;;;raw_soil_fq.csv
233;2511795;29/10/2025;Faldo - 4 Green;Magnésio (MgO);POS.011 (Extração em Mehlich 3);187;Alto;mg/kg MgO;0,25 kg/100m² MgO;;raw_soil_fq.csv
234;2511795;29/10/2025;Faldo - 4 Green;Manganês;POS.011 (Extração em Mehlich 3);7.1;Baixo;mg/kg Mn;;;raw_soil_fq.csv
235;2511795;29/10/2025;Faldo - 4 Green;Manganês (MnAI);POS.011 (Extração em Mehlich 3);0;Baixo;MnAI;2-5 kg/ha Mn;;raw_soil_fq.csv
236;2511795;29/10/2025;Faldo - 4 Green;Matéria Orgânica;EN 15936;0.98;Baixa;%;Aplicar 25 t/ha de estrume de bovino bem curtido;;raw_soil_fq.csv
237;2511795;29/10/2025;Faldo - 4 Green;Molibdénio;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Mo;Aplicar por via foliar;;raw_soil_fq.csv
238;2511795;29/10/2025;Faldo - 4 Green;Necessidade de Calcário;POS.061;0;Não há necessidade de aplicação de calcário.;    ;;;raw_soil_fq.csv
239;2511795;29/10/2025;Faldo - 4 Green;Níquel;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Ni;Aplicar por via foliar ;;raw_soil_fq.csv
240;2511795;29/10/2025;Faldo - 4 Green;Pesquisa de carbonatos;POS.030;1;Positiva; ;;;raw_soil_fq.csv
241;2511795;29/10/2025;Faldo - 4 Green;pH(H₂O);ISO 10390;8.8;Alcalino;Unidades de pH;;;raw_soil_fq.csv
242;2511795;29/10/2025;Faldo - 4 Green;Potássio (%);ISO 23470;1.4;Médio;% K;;;raw_soil_fq.csv
243;2511795;29/10/2025;Faldo - 4 Green;Potássio (K₂O);POS.011 (Extração em Mehlich 3);25.7;Baixo;mg/kg K₂O;0,8 kg/100m² K₂O;;raw_soil_fq.csv
244;2511795;29/10/2025;Faldo - 4 Green;Razão C:N;MI;4.4;Baixa - Será esperada uma libertação forte de azoto pela matéria orgânica do solo;     ;;;raw_soil_fq.csv
245;2511795;29/10/2025;Faldo - 4 Green;Razão Ca:K;ISO 23470;52.6;Desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
246;2511795;29/10/2025;Faldo - 4 Green;Razão Ca:Mg;ISO 23470;3.5;Adequada; ;;;raw_soil_fq.csv
247;2511795;29/10/2025;Faldo - 4 Green;Razão Mg:K;ISO 23470;14.9;Muito desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
248;2511795;29/10/2025;Faldo - 4 Green;Sódio;POS.011 (Extração em Mehlich 3);28;-;mg/kg Na;;;raw_soil_fq.csv
249;2511795;29/10/2025;Faldo - 4 Green;Sódio (%);ISO 23470;3;-;% Na;;;raw_soil_fq.csv
250;2511795;29/10/2025;Faldo - 4 Green;Temperatura de medição do pH;MI;23.1;-;°C;;;raw_soil_fq.csv
251;2511795;29/10/2025;Faldo - 4 Green;Textura do Campo;POS.027 (Feel method);7;Franco-Arenosa; ;;;raw_soil_fq.csv
252;2511795;29/10/2025;Faldo - 4 Green;Zinco;POS.011 (Extração em Mehlich 3);6.4;Alto;mg/kg Zn;-;;raw_soil_fq.csv
253;2511796;29/10/2025;Faldo - 4 Adjacente;Acidez de troca;MI;0;-;%;;;raw_soil_fq.csv
254;2511796;29/10/2025;Faldo - 4 Adjacente;Azoto total ;POS.008 (Método de Dumas);0.07;Baixo;% N;1,2-1,6 kg/100m² N;;raw_soil_fq.csv
255;2511796;29/10/2025;Faldo - 4 Adjacente;Boro;POS.011 (Extração em Mehlich 3);0.64;Alto;mg/kg B;-;;raw_soil_fq.csv
256;2511796;29/10/2025;Faldo - 4 Adjacente;Calcário ativo;POS.016 (Método de Drouineau);0;Baixo;% CaCO₃ (m/m);;;raw_soil_fq.csv
257;2511796;29/10/2025;Faldo - 4 Adjacente;Calcário total;EN 15936;0.83;Não calcário;% CaCO₃ (m/m);;;raw_soil_fq.csv
258;2511796;29/10/2025;Faldo - 4 Adjacente;Cálcio (%);ISO 23470;72.6;Médio;% Ca;;;raw_soil_fq.csv
259;2511796;29/10/2025;Faldo - 4 Adjacente;Cálcio (CaO);POS.011 (Extração em Mehlich 3);1300;Excesso;mg/kg CaO;;;raw_soil_fq.csv
260;2511796;29/10/2025;Faldo - 4 Adjacente;Capacidade de troca catiónica efetiva ;ISO 23470;4.43;Muito baixo;cmol⁺/kg;;;raw_soil_fq.csv
261;2511796;29/10/2025;Faldo - 4 Adjacente;Cobalto;POS.011 (Extração em Mehlich 3);0.15;Baixo;mg/kg Co;Aplicar por via foliar;;raw_soil_fq.csv
262;2511796;29/10/2025;Faldo - 4 Adjacente;Cobre;POS.011 (Extração em Mehlich 3);0.12;Baixo;mg/kg Cu;1 kg/ha Cu;;raw_soil_fq.csv
263;2511796;29/10/2025;Faldo - 4 Adjacente;Condutividade Elétrica (a 25ºC);ISO 11265;0.12;Solo sem efeitos salinos;mS/cm;-;;raw_soil_fq.csv
264;2511796;29/10/2025;Faldo - 4 Adjacente;Enxofre;POS.011 (Extração em Mehlich 3);25.2;Alto;mg/kg S;5-10 kg/ha S;;raw_soil_fq.csv
265;2511796;29/10/2025;Faldo - 4 Adjacente;Ferro;POS.011 (Extração em Mehlich 3);35.4;Baixo;mg/kg Fe;2-4 kg/ha Fe;;raw_soil_fq.csv
266;2511796;29/10/2025;Faldo - 4 Adjacente;Fósforo (P₂O₅);POS.011 (Extração em Mehlich 3);93.7;Médio;mg/kg P₂O₅;0,6 kg/100m² P₂O₅;;raw_soil_fq.csv
267;2511796;29/10/2025;Faldo - 4 Adjacente;Grau de Saturação em Bases (GSB);ISO 23470;100;Muito alto;%;;;raw_soil_fq.csv
268;2511796;29/10/2025;Faldo - 4 Adjacente;Magnésio (%);ISO 23470;22.8;Alto;% Mg;;;raw_soil_fq.csv
269;2511796;29/10/2025;Faldo - 4 Adjacente;Magnésio (MgO);POS.011 (Extração em Mehlich 3);277;Excesso;mg/kg MgO;0-0,14 kg/100m² MgO;;raw_soil_fq.csv
270;2511796;29/10/2025;Faldo - 4 Adjacente;Manganês;POS.011 (Extração em Mehlich 3);0.56;Muito baixo;mg/kg Mn;;;raw_soil_fq.csv
271;2511796;29/10/2025;Faldo - 4 Adjacente;Manganês (MnAI);POS.011 (Extração em Mehlich 3);0;Baixo;MnAI;2-5 kg/ha Mn;;raw_soil_fq.csv
272;2511796;29/10/2025;Faldo - 4 Adjacente;Matéria Orgânica;EN 15936;2.4;Média;%;Aplicar 20 t/ha de estrume de bovino bem curtido;;raw_soil_fq.csv
273;2511796;29/10/2025;Faldo - 4 Adjacente;Molibdénio;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Mo;Aplicar por via foliar;;raw_soil_fq.csv
274;2511796;29/10/2025;Faldo - 4 Adjacente;Necessidade de Calcário;POS.061;0;Não há necessidade de aplicação de calcário.;    ;;;raw_soil_fq.csv
275;2511796;29/10/2025;Faldo - 4 Adjacente;Níquel;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Ni;Aplicar por via foliar ;;raw_soil_fq.csv
276;2511796;29/10/2025;Faldo - 4 Adjacente;Pesquisa de carbonatos;POS.030;1;Positiva; ;;;raw_soil_fq.csv
277;2511796;29/10/2025;Faldo - 4 Adjacente;pH(H₂O);ISO 10390;8.8;Alcalino;Unidades de pH;;;raw_soil_fq.csv
278;2511796;29/10/2025;Faldo - 4 Adjacente;Potássio (%);ISO 23470;2;Médio;% K;;;raw_soil_fq.csv
279;2511796;29/10/2025;Faldo - 4 Adjacente;Potássio (K₂O);POS.011 (Extração em Mehlich 3);50.2;Médio;mg/kg K₂O;0,6 kg/100m² K₂O;;raw_soil_fq.csv
280;2511796;29/10/2025;Faldo - 4 Adjacente;Razão C:N;MI;20;Muito alta - Será esperada uma libertação muito baixa de azoto pela matéria orgânica do solo;     ;;;raw_soil_fq.csv
281;2511796;29/10/2025;Faldo - 4 Adjacente;Razão Ca:K;ISO 23470;37.2;Desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
282;2511796;29/10/2025;Faldo - 4 Adjacente;Razão Ca:Mg;ISO 23470;3.2;Adequada; ;;;raw_soil_fq.csv
283;2511796;29/10/2025;Faldo - 4 Adjacente;Razão Mg:K;ISO 23470;11.7;Muito desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
284;2511796;29/10/2025;Faldo - 4 Adjacente;Sódio;POS.011 (Extração em Mehlich 3);34.8;-;mg/kg Na;;;raw_soil_fq.csv
285;2511796;29/10/2025;Faldo - 4 Adjacente;Sódio (%);ISO 23470;2.6;-;% Na;;;raw_soil_fq.csv
286;2511796;29/10/2025;Faldo - 4 Adjacente;Temperatura de medição do pH;MI;23;-;°C;;;raw_soil_fq.csv
287;2511796;29/10/2025;Faldo - 4 Adjacente;Textura do Campo;POS.027 (Feel method);7;Franco-Arenosa; ;;;raw_soil_fq.csv
288;2511796;29/10/2025;Faldo - 4 Adjacente;Zinco;POS.011 (Extração em Mehlich 3);0.6;Baixo;mg/kg Zn;1-3 kg/ha Zn;;raw_soil_fq.csv
289;2511797;29/10/2025;Faldo - 5 Green;Acidez de troca;MI;0;-;%;;;raw_soil_fq.csv
290;2511797;29/10/2025;Faldo - 5 Green;Azoto total ;POS.008 (Método de Dumas);0.06;Baixo;% N;1,2-1,6 kg/100m² N;;raw_soil_fq.csv
291;2511797;29/10/2025;Faldo - 5 Green;Boro;POS.011 (Extração em Mehlich 3);0.49;Baixo;mg/kg B;1-3 kg/ha B;;raw_soil_fq.csv
292;2511797;29/10/2025;Faldo - 5 Green;Calcário ativo;POS.016 (Método de Drouineau);0;Baixo;% CaCO₃ (m/m);;;raw_soil_fq.csv
293;2511797;29/10/2025;Faldo - 5 Green;Calcário total;EN 15936;0.83;Não calcário;% CaCO₃ (m/m);;;raw_soil_fq.csv
294;2511797;29/10/2025;Faldo - 5 Green;Cálcio (%);ISO 23470;67.9;Médio;% Ca;;;raw_soil_fq.csv
295;2511797;29/10/2025;Faldo - 5 Green;Cálcio (CaO);POS.011 (Extração em Mehlich 3);1500;Excesso;mg/kg CaO;;;raw_soil_fq.csv
296;2511797;29/10/2025;Faldo - 5 Green;Capacidade de troca catiónica efetiva ;ISO 23470;4.13;Muito baixo;cmol⁺/kg;;;raw_soil_fq.csv
297;2511797;29/10/2025;Faldo - 5 Green;Cobalto;POS.011 (Extração em Mehlich 3);0.14;Baixo;mg/kg Co;Aplicar por via foliar;;raw_soil_fq.csv
298;2511797;29/10/2025;Faldo - 5 Green;Cobre;POS.011 (Extração em Mehlich 3);0.99;Alto;mg/kg Cu;-;;raw_soil_fq.csv
299;2511797;29/10/2025;Faldo - 5 Green;Condutividade Elétrica (a 25ºC);ISO 11265;0.15;Solo sem efeitos salinos;mS/cm;-;;raw_soil_fq.csv
300;2511797;29/10/2025;Faldo - 5 Green;Enxofre;POS.011 (Extração em Mehlich 3);32.9;Alto;mg/kg S;5-10 kg/ha S;;raw_soil_fq.csv
301;2511797;29/10/2025;Faldo - 5 Green;Ferro;POS.011 (Extração em Mehlich 3);79;Alto;mg/kg Fe;-;;raw_soil_fq.csv
302;2511797;29/10/2025;Faldo - 5 Green;Fósforo (P₂O₅);POS.011 (Extração em Mehlich 3);49.7;Muito baixo;mg/kg P₂O₅;1 kg/100m² P₂O₅;;raw_soil_fq.csv
303;2511797;29/10/2025;Faldo - 5 Green;Grau de Saturação em Bases (GSB);ISO 23470;100;Muito alto;%;;;raw_soil_fq.csv
304;2511797;29/10/2025;Faldo - 5 Green;Magnésio (%);ISO 23470;25.3;Alto;% Mg;;;raw_soil_fq.csv
305;2511797;29/10/2025;Faldo - 5 Green;Magnésio (MgO);POS.011 (Extração em Mehlich 3);284;Excesso;mg/kg MgO;0-0,14 kg/100m² MgO;;raw_soil_fq.csv
306;2511797;29/10/2025;Faldo - 5 Green;Manganês;POS.011 (Extração em Mehlich 3);9.7;Baixo;mg/kg Mn;;;raw_soil_fq.csv
307;2511797;29/10/2025;Faldo - 5 Green;Manganês (MnAI);POS.011 (Extração em Mehlich 3);1.3;Baixo;MnAI;2-5 kg/ha Mn;;raw_soil_fq.csv
308;2511797;29/10/2025;Faldo - 5 Green;Matéria Orgânica;EN 15936;2.2;Média;%;Aplicar 20 t/ha de estrume de bovino bem curtido;;raw_soil_fq.csv
309;2511797;29/10/2025;Faldo - 5 Green;Molibdénio;POS.011 (Extração em Mehlich 3);0.01;Baixo;mg/kg Mo;Aplicar por via foliar;;raw_soil_fq.csv
310;2511797;29/10/2025;Faldo - 5 Green;Necessidade de Calcário;POS.061;0;Não há necessidade de aplicação de calcário.;    ;;;raw_soil_fq.csv
311;2511797;29/10/2025;Faldo - 5 Green;Níquel;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Ni;Aplicar por via foliar ;;raw_soil_fq.csv
312;2511797;29/10/2025;Faldo - 5 Green;Pesquisa de carbonatos;POS.030;1;Positiva; ;;;raw_soil_fq.csv
313;2511797;29/10/2025;Faldo - 5 Green;pH(H₂O);ISO 10390;9;Alcalino;Unidades de pH;;;raw_soil_fq.csv
314;2511797;29/10/2025;Faldo - 5 Green;Potássio (%);ISO 23470;2.3;Médio;% K;;;raw_soil_fq.csv
315;2511797;29/10/2025;Faldo - 5 Green;Potássio (K₂O);POS.011 (Extração em Mehlich 3);55.8;Médio;mg/kg K₂O;0,6 kg/100m² K₂O;;raw_soil_fq.csv
316;2511797;29/10/2025;Faldo - 5 Green;Razão C:N;MI;21.7;Muito alta - Será esperada uma libertação muito baixa de azoto pela matéria orgânica do solo;     ;;;raw_soil_fq.csv
317;2511797;29/10/2025;Faldo - 5 Green;Razão Ca:K;ISO 23470;30;Desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
318;2511797;29/10/2025;Faldo - 5 Green;Razão Ca:Mg;ISO 23470;2.7;Adequada; ;;;raw_soil_fq.csv
319;2511797;29/10/2025;Faldo - 5 Green;Razão Mg:K;ISO 23470;11.1;Muito desfavorável para a nutrição da planta em K; ;;;raw_soil_fq.csv
320;2511797;29/10/2025;Faldo - 5 Green;Sódio;POS.011 (Extração em Mehlich 3);51.9;-;mg/kg Na;;;raw_soil_fq.csv
321;2511797;29/10/2025;Faldo - 5 Green;Sódio (%);ISO 23470;4.5;-;% Na;;;raw_soil_fq.csv
322;2511797;29/10/2025;Faldo - 5 Green;Temperatura de medição do pH;MI;22.9;-;°C;;;raw_soil_fq.csv
323;2511797;29/10/2025;Faldo - 5 Green;Textura do Campo;POS.027 (Feel method);7;Franco-Arenosa; ;;;raw_soil_fq.csv
324;2511797;29/10/2025;Faldo - 5 Green;Zinco;POS.011 (Extração em Mehlich 3);8.3;Alto;mg/kg Zn;-;;raw_soil_fq.csv
325;2511798;29/10/2025;Faldo - 5 Adjacente;Acidez de troca;MI;0;-;%;;;raw_soil_fq.csv
326;2511798;29/10/2025;Faldo - 5 Adjacente;Azoto total ;POS.008 (Método de Dumas);0.06;Baixo;% N;1,2-1,6 kg/100m² N;;raw_soil_fq.csv
327;2511798;29/10/2025;Faldo - 5 Adjacente;Boro;POS.011 (Extração em Mehlich 3);0.42;Baixo;mg/kg B;1-3 kg/ha B;;raw_soil_fq.csv
328;2511798;29/10/2025;Faldo - 5 Adjacente;Calcário ativo;POS.016 (Método de Drouineau);0;Baixo;% CaCO₃ (m/m);;;raw_soil_fq.csv
329;2511798;29/10/2025;Faldo - 5 Adjacente;Calcário total;EN 15936;0.83;Não calcário;% CaCO₃ (m/m);;;raw_soil_fq.csv
330;2511798;29/10/2025;Faldo - 5 Adjacente;Cálcio (%);ISO 23470;69.6;Médio;% Ca;;;raw_soil_fq.csv
331;2511798;29/10/2025;Faldo - 5 Adjacente;Cálcio (CaO);POS.011 (Extração em Mehlich 3);967;Alto;mg/kg CaO;;;raw_soil_fq.csv
332;2511798;29/10/2025;Faldo - 5 Adjacente;Capacidade de troca catiónica efetiva ;ISO 23470;3.96;Muito baixo;cmol⁺/kg;;;raw_soil_fq.csv
333;2511798;29/10/2025;Faldo - 5 Adjacente;Cobalto;POS.011 (Extração em Mehlich 3);0;Baixo;mg/kg Co;Aplicar por via foliar;;raw_soil_fq.csv
334;2511798;29/10/2025;Faldo - 5 Adjacente;Cobre;POS.011 (Extração em Mehlich 3);0.07;Baixo;mg/kg Cu;1 kg/ha Cu;;raw_soil_fq.csv
335;2511798;29/10/2025;Faldo - 5 Adjacente;Condutividade Elétrica (a 25ºC);ISO 11265;0.11;Solo sem efeitos salinos;mS/cm;-;;raw_soil_fq.csv
