raw_id;event_date;start_time;end_time;rest_time;mcu;event_number;group;irrigation_number;mude;ec_instruction;ec_measured;ph_instruction;ph_measured;duration_text;volume_applied;drainage_volume;drainage_pct;drain_ec_measured;drain_ph_measured;source_file;loaded_at
1407;27/09/2025;15:31;15:52;05:57;1.0;1.0;ESTUFA GRA.;3.0;Hora Fixa;2.6;2.7;9.0;6.1;00h21m13s;17300.0;;;;;raw_irrigation_event.csv;
1409;28/09/2025;07:31;07:51;16:00;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.6;2.8;8.0;6.0;00h19m54s;17600.0;;;;;raw_irrigation_event.csv;
1410;28/09/2025;10:45;10:57;03:14;1.0;1.0;ESTUFA GRA.;2.0;Cíclico;2.6;2.9;9.0;5.9;00h12m53s;11300.0;;;;;raw_irrigation_event.csv;
1411;28/09/2025;13:15;13:27;02:30;1.0;1.0;ESTUFA GRA.;3.0;Cíclico;2.6;2.9;9.0;5.9;00h12m53s;11200.0;;;;;raw_irrigation_event.csv;
1413;29/09/2025;07:31;07:51;18:16;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.6;2.8;8.0;6.1;00h19m54s;17300.0;;;;;raw_irrigation_event.csv;
1414;29/09/2025;10:45;10:59;03:14;1.0;1.0;ESTUFA GRA.;2.0;Cíclico;2.6;2.7;9.0;6.2;00h14m12s;11000.0;;;;;raw_irrigation_event.csv;
1415;29/09/2025;13:15;13:27;02:30;1.0;1.0;ESTUFA GRA.;3.0;Cíclico;2.6;2.8;9.0;6.0;00h12m53s;11200.0;;;;;raw_irrigation_event.csv;
1416;29/09/2025;15:11;15:31;01:56;1.0;1.0;ESTUFA GRA.;4.0;Hora Fixa;2.6;2.7;9.0;6.0;00h19m54s;17800.0;;;;;raw_irrigation_event.csv;
1418;30/09/2025;07:31;07:48;16:20;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.6;2.7;8.0;6.0;00h17m42s;14400.0;;;;;raw_irrigation_event.csv;
1419;30/09/2025;10:13;10:26;02:42;1.0;1.0;ESTUFA GRA.;2.0;Manual;2.6;2.8;9.0;5.9;00h12m53s;11200.0;;;;;raw_irrigation_event.csv;
1420;30/09/2025;11:33;11:47;01:20;1.0;1.0;ESTUFA GRA.;3.0;Pontual;2.6;2.7;9.0;6.0;00h14m12s;11200.0;;;;;raw_irrigation_event.csv;
1421;30/09/2025;12:55;13:09;01:22;1.0;1.0;ESTUFA GRA.;4.0;Pontual;2.6;2.8;9.0;5.8;00h14m12s;11200.0;;;;;raw_irrigation_event.csv;
1422;30/09/2025;15:17;15:49;02:22;1.0;1.0;ESTUFA GRA.;5.0;Manual;2.6;2.9;9.0;6.1;00h12m53s;6200.0;;;;;raw_irrigation_event.csv;
1423;30/09/2025;16:02;16:16;00:45;1.0;1.0;ESTUFA GRA.;6.0;Pontual;2.6;3.1;9.0;6.3;00h14m03s;4100.0;;;;;raw_irrigation_event.csv;
1425;01/10/2025;07:31;07:45;15:29;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.6;2.9;8.0;5.9;00h14m12s;9500.0;;;;;raw_irrigation_event.csv;
1426;01/10/2025;09:20;09:33;01:49;1.0;1.0;ESTUFA GRA.;2.0;Manual;2.6;3.0;8.0;5.8;00h13m16s;9900.0;;;;;raw_irrigation_event.csv;
1427;01/10/2025;10:54;11:07;01:34;1.0;1.0;ESTUFA GRA.;3.0;Irradiação;2.6;2.9;9.0;5.7;00h12m53s;10500.0;;;;;raw_irrigation_event.csv;
1428;01/10/2025;13:24;13:36;02:30;1.0;1.0;ESTUFA GRA.;4.0;Cíclico;2.6;2.8;9.0;5.9;00h12m53s;10900.0;;;;;raw_irrigation_event.csv;
1429;01/10/2025;15:11;15:24;01:47;1.0;1.0;ESTUFA GRA.;5.0;Hora Fixa;2.6;2.8;9.0;5.8;00h12m53s;10800.0;;;;;raw_irrigation_event.csv;
1431;02/10/2025;07:31;07:44;16:20;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.5;2.7;8.0;5.9;00h12m53s;10700.0;;;;;raw_irrigation_event.csv;
1432;02/10/2025;10:25;10:38;02:54;1.0;1.0;ESTUFA GRA.;2.0;Cíclico;2.5;2.8;9.0;5.8;00h12m53s;11100.0;;;;;raw_irrigation_event.csv;
1433;02/10/2025;12:01;12:14;01:36;1.0;1.0;ESTUFA GRA.;3.0;Irradiação;2.0;2.1;9.0;6.2;00h12m53s;10900.0;;;;;raw_irrigation_event.csv;
1434;02/10/2025;13:44;13:57;01:43;1.0;1.0;ESTUFA GRA.;4.0;Irradiação;2.5;2.6;9.0;6.0;00h12m53s;10900.0;;;;;raw_irrigation_event.csv;
1435;02/10/2025;15:09;15:21;01:25;1.0;1.0;ESTUFA GRA.;5.0;Hora Fixa;2.5;2.7;9.0;6.0;00h12m53s;11000.0;;;;;raw_irrigation_event.csv;
1437;03/10/2025;08:40;08:53;17:31;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.5;2.6;8.0;6.0;00h12m53s;11100.0;;;;;raw_irrigation_event.csv;
1438;03/10/2025;11:10;11:22;02:30;1.0;1.0;ESTUFA GRA.;2.0;Cíclico;2.5;2.7;9.0;5.9;00h12m53s;10900.0;;;;;raw_irrigation_event.csv;
1439;03/10/2025;12:25;12:38;01:15;1.0;1.0;ESTUFA GRA.;3.0;Irradiação;2.2;2.3;9.0;6.2;00h12m53s;11100.0;;;;;raw_irrigation_event.csv;
1440;03/10/2025;13:45;13:58;01:20;1.0;1.0;ESTUFA GRA.;4.0;Irradiação;2.2;2.3;9.0;6.1;00h12m53s;11100.0;;;;;raw_irrigation_event.csv;
1441;03/10/2025;15:09;15:21;01:24;1.0;1.0;ESTUFA GRA.;5.0;Hora Fixa;2.3;2.4;9.0;6.0;00h12m53s;11100.0;;;;;raw_irrigation_event.csv;
1443;04/10/2025;07:32;07:45;16:23;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.5;2.8;8.0;5.8;00h12m53s;11100.0;;;;;raw_irrigation_event.csv;
1444;04/10/2025;10:25;10:37;02:53;1.0;1.0;ESTUFA GRA.;2.0;Cíclico;1.4;1.9;9.0;6.2;00h12m53s;11100.0;;;;;raw_irrigation_event.csv;
1445;04/10/2025;12:55;13:07;02:30;1.0;1.0;ESTUFA GRA.;3.0;Cíclico;2.5;2.7;9.0;6.0;00h12m53s;10900.0;;;;;raw_irrigation_event.csv;
1446;04/10/2025;15:09;15:21;02:14;1.0;1.0;ESTUFA GRA.;4.0;Hora Fixa;2.5;2.7;9.0;6.0;00h12m53s;11400.0;;;;;raw_irrigation_event.csv;
1448;05/10/2025;07:32;07:45;16:23;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.5;2.7;8.0;6.0;00h12m53s;11200.0;;;;;raw_irrigation_event.csv;
1449;05/10/2025;10:25;10:37;02:53;1.0;1.0;ESTUFA GRA.;2.0;Cíclico;2.5;2.7;9.0;6.0;00h12m53s;11300.0;;;;;raw_irrigation_event.csv;
1450;05/10/2025;12:55;13:07;02:30;1.0;1.0;ESTUFA GRA.;3.0;Cíclico;2.5;2.7;9.0;6.0;00h12m53s;11000.0;;;;;raw_irrigation_event.csv;
1451;05/10/2025;15:09;15:21;02:14;1.0;1.0;ESTUFA GRA.;4.0;Hora Fixa;2.5;2.6;9.0;6.1;00h12m53s;11200.0;;;;;raw_irrigation_event.csv;
1453;06/10/2025;07:31;08:14;16:22;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.5;;8.0;;00h00m03s;;;;;;raw_irrigation_event.csv;
1454;06/10/2025;08:14;08:27;00:43;1.0;1.0;ESTUFA GRA.;2.0;Manual;2.5;2.7;8.0;6.0;00h12m53s;11400.0;;;;;raw_irrigation_event.csv;
1455;06/10/2025;09:14;09:26;01:00;1.0;1.0;ESTUFA GRA.;3.0;Irradiação;2.5;2.7;8.0;6.0;00h12m53s;11000.0;;;;;raw_irrigation_event.csv;
1456;06/10/2025;10:53;11:06;01:39;1.0;1.0;ESTUFA GRA.;4.0;Irradiação;2.6;2.8;9.0;5.9;00h12m53s;12000.0;;;;;raw_irrigation_event.csv;
1457;06/10/2025;12:47;13:05;01:54;1.0;1.0;ESTUFA GRA.;5.0;Manual;2.5;2.7;9.0;6.0;00h12m53s;11400.0;;;;;raw_irrigation_event.csv;
1458;06/10/2025;13:58;14:11;01:11;1.0;1.0;ESTUFA GRA.;6.0;Manual;2.6;2.9;9.0;5.8;00h12m53s;11100.0;;;;;raw_irrigation_event.csv;
1459;06/10/2025;15:09;15:23;01:11;1.0;1.0;ESTUFA GRA.;7.0;Hora Fixa;2.6;2.7;9.0;6.0;00h14m12s;11000.0;;;;;raw_irrigation_event.csv;
1461;07/10/2025;07:32;08:59;16:23;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.6;2.7;8.0;6.1;00h12m53s;11300.0;;;;;raw_irrigation_event.csv;
1462;07/10/2025;10:25;10:37;02:53;1.0;1.0;ESTUFA GRA.;2.0;Cíclico;2.6;2.8;9.0;5.9;00h12m53s;11400.0;;;;;raw_irrigation_event.csv;
1463;07/10/2025;12:55;13:07;02:30;1.0;1.0;ESTUFA GRA.;3.0;Cíclico;2.6;3.1;9.0;4.5;00h12m53s;11400.0;;;;;raw_irrigation_event.csv;
1464;07/10/2025;15:17;15:35;02:22;1.0;1.0;ESTUFA GRA.;4.0;Manual;2.6;6.6;9.0;4.0;00h01m03s;;;;;;raw_irrigation_event.csv;
1465;07/10/2025;15:36;15:49;00:19;1.0;1.0;ESTUFA GRA.;5.0;Pontual;2.6;2.4;9.0;5.0;00h12m44s;4300.0;;;;;raw_irrigation_event.csv;
1466;07/10/2025;15:59;16:13;00:23;1.0;1.0;ESTUFA GRA.;6.0;Pontual;2.6;1.9;9.0;5.8;00h14m12s;6300.0;;;;;raw_irrigation_event.csv;
1468;08/10/2025;11:01;11:15;19:02;1.0;1.0;ESTUFA GRA.;1.0;Cíclico;2.6;2.9;9.0;6.1;00h14m12s;9700.0;;;;;raw_irrigation_event.csv;
1469;08/10/2025;13:31;13:43;02:30;1.0;1.0;ESTUFA GRA.;2.0;Cíclico;2.6;2.9;9.0;5.5;00h12m53s;10500.0;;;;;raw_irrigation_event.csv;
1471;09/10/2025;08:46;08:59;19:15;1.0;1.0;ESTUFA GRA.;1.0;Manual;2.6;3.1;8.0;5.3;00h12m53s;10800.0;;;;;raw_irrigation_event.csv;
1472;09/10/2025;11:16;11:28;02:30;1.0;1.0;ESTUFA GRA.;2.0;Cíclico;2.6;3.1;9.0;4.3;00h12m53s;10800.0;;;;;raw_irrigation_event.csv;
1473;09/10/2025;13:47;14:00;02:31;1.0;1.0;ESTUFA GRA.;3.0;Cíclico;2.5;3.0;9.0;4.3;00h12m53s;11100.0;;;;;raw_irrigation_event.csv;
1475;10/10/2025;08:15;08:28;18:28;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.5;2.9;8.0;5.7;00h12m53s;11100.0;;;;;raw_irrigation_event.csv;
1476;10/10/2025;09:19;09:32;01:04;1.0;1.0;ESTUFA GRA.;2.0;Irradiação;2.5;3.1;8.0;5.2;00h12m53s;11000.0;;;;;raw_irrigation_event.csv;
1477;10/10/2025;11:15;11:28;01:56;1.0;1.0;ESTUFA GRA.;3.0;Irradiação;2.5;3.1;9.0;5.5;00h12m53s;10800.0;;;;;raw_irrigation_event.csv;
1478;10/10/2025;13:00;13:13;01:45;1.0;1.0;ESTUFA GRA.;4.0;Manual;2.5;3.0;9.0;5.5;00h12m53s;11000.0;;;;;raw_irrigation_event.csv;
1479;10/10/2025;15:02;15:15;02:02;1.0;1.0;ESTUFA GRA.;5.0;Hora Fixa;2.5;2.9;9.0;5.0;00h12m53s;11300.0;;;;;raw_irrigation_event.csv;
1481;11/10/2025;07:42;07:55;16:40;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.5;2.9;8.0;5.6;00h12m53s;11400.0;;;;;raw_irrigation_event.csv;
1482;11/10/2025;09:12;09:25;01:30;1.0;1.0;ESTUFA GRA.;2.0;Irradiação;2.5;3.0;8.0;5.2;00h12m53s;11500.0;;;;;raw_irrigation_event.csv;
1483;11/10/2025;10:59;11:12;01:47;1.0;1.0;ESTUFA GRA.;3.0;Irradiação;2.5;2.9;9.0;5.3;00h12m53s;10900.0;;;;;raw_irrigation_event.csv;
1484;11/10/2025;12:58;13:11;01:59;1.0;1.0;ESTUFA GRA.;4.0;Irradiação;2.5;2.7;9.0;5.8;00h12m53s;11200.0;;;;;raw_irrigation_event.csv;
1485;11/10/2025;15:00;15:12;02:02;1.0;1.0;ESTUFA GRA.;5.0;Hora Fixa;2.5;2.9;9.0;5.4;00h12m53s;11100.0;;;;;raw_irrigation_event.csv;
1487;12/10/2025;07:42;07:55;16:42;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.5;2.8;8.0;5.9;00h12m53s;10800.0;;;;;raw_irrigation_event.csv;
1488;12/10/2025;09:11;09:24;01:29;1.0;1.0;ESTUFA GRA.;2.0;Irradiação;2.5;3.0;8.0;5.3;00h12m53s;11300.0;;;;;raw_irrigation_event.csv;
1489;12/10/2025;11:28;11:41;02:17;1.0;1.0;ESTUFA GRA.;3.0;Irradiação;1.9;2.2;9.0;5.5;00h12m53s;11200.0;;;;;raw_irrigation_event.csv;
1490;12/10/2025;13:58;14:10;02:30;1.0;1.0;ESTUFA GRA.;4.0;Cíclico;2.5;3.0;9.0;5.4;00h12m53s;11200.0;;;;;raw_irrigation_event.csv;
1491;12/10/2025;15:00;15:14;01:02;1.0;1.0;ESTUFA GRA.;5.0;Hora Fixa;2.5;2.6;9.0;6.1;00h14m12s;11200.0;;;;;raw_irrigation_event.csv;
1493;13/10/2025;07:42;07:55;16:42;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.5;2.9;8.0;5.8;00h12m53s;11500.0;;;;;raw_irrigation_event.csv;
1494;13/10/2025;09:16;09:29;01:34;1.0;1.0;ESTUFA GRA.;2.0;Irradiação;2.5;3.0;8.0;5.6;00h12m53s;11200.0;;;;;raw_irrigation_event.csv;
1495;13/10/2025;11:19;11:33;02:03;1.0;1.0;ESTUFA GRA.;3.0;Irradiação;2.5;2.6;9.0;6.0;00h14m12s;11200.0;;;;;raw_irrigation_event.csv;
1496;13/10/2025;13:49;14:03;02:30;1.0;1.0;ESTUFA GRA.;4.0;Cíclico;2.5;2.8;9.0;6.1;00h14m12s;11800.0;;;;;raw_irrigation_event.csv;
1497;13/10/2025;15:00;15:12;01:11;1.0;1.0;ESTUFA GRA.;5.0;Hora Fixa;2.5;2.7;9.0;6.0;00h12m53s;11800.0;;;;;raw_irrigation_event.csv;
1499;14/10/2025;07:42;08:00;16:42;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.5;2.8;8.0;6.1;00h17m33s;16300.0;;;;;raw_irrigation_event.csv;
1500;14/10/2025;09:18;09:31;01:36;1.0;1.0;ESTUFA GRA.;2.0;Irradiação;2.5;2.7;8.0;6.0;00h12m53s;11800.0;;;;;raw_irrigation_event.csv;
1501;14/10/2025;11:06;11:19;01:48;1.0;1.0;ESTUFA GRA.;3.0;Irradiação;2.5;2.9;9.0;5.6;00h12m53s;11600.0;;;;;raw_irrigation_event.csv;
1502;14/10/2025;12:26;12:39;01:20;1.0;1.0;ESTUFA GRA.;4.0;Manual;2.5;2.9;9.0;5.6;00h12m53s;10800.0;;;;;raw_irrigation_event.csv;
1503;14/10/2025;13:59;14:11;01:33;1.0;1.0;ESTUFA GRA.;5.0;Manual;2.5;2.7;9.0;6.0;00h12m53s;11100.0;;;;;raw_irrigation_event.csv;
1504;14/10/2025;16:01;16:14;02:02;1.0;1.0;ESTUFA GRA.;6.0;Manual;2.5;2.1;9.0;6.4;00h12m53s;6500.0;;;;;raw_irrigation_event.csv;
1505;14/10/2025;16:24;16:38;00:23;1.0;1.0;ESTUFA GRA.;7.0;Manual;2.5;1.9;9.0;6.4;00h14m12s;4400.0;;;;;raw_irrigation_event.csv;
1507;15/10/2025;08:43;08:57;16:19;1.0;1.0;ESTUFA GRA.;1.0;Manual;2.5;2.8;8.0;6.2;00h14m12s;9500.0;;;;;raw_irrigation_event.csv;
1508;15/10/2025;10:54;11:06;02:11;1.0;1.0;ESTUFA GRA.;2.0;Irradiação;2.5;2.9;9.0;5.9;00h12m53s;10600.0;;;;;raw_irrigation_event.csv;
1509;15/10/2025;13:24;13:36;02:30;1.0;1.0;ESTUFA GRA.;3.0;Cíclico;2.5;2.7;9.0;5.9;00h12m53s;10800.0;;;;;raw_irrigation_event.csv;
1510;15/10/2025;15:00;15:12;01:36;1.0;1.0;ESTUFA GRA.;4.0;Hora Fixa;2.5;2.8;9.0;5.7;00h12m53s;11000.0;;;;;raw_irrigation_event.csv;
1512;16/10/2025;07:42;07:55;16:42;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.5;2.7;8.0;5.5;00h12m53s;10900.0;;;;;raw_irrigation_event.csv;
1513;16/10/2025;09:59;10:12;02:17;1.0;1.0;ESTUFA GRA.;2.0;Pontual;2.5;2.5;9.0;5.4;00h12m53s;11300.0;;;;;raw_irrigation_event.csv;
1514;16/10/2025;11:23;11:36;01:24;1.0;1.0;ESTUFA GRA.;3.0;Manual;2.5;2.8;9.0;5.4;00h12m53s;11100.0;;;;;raw_irrigation_event.csv;
1515;16/10/2025;13:53;14:05;02:30;1.0;1.0;ESTUFA GRA.;4.0;Cíclico;2.5;3.0;9.0;4.4;00h12m53s;11200.0;;;;;raw_irrigation_event.csv;
1516;16/10/2025;15:00;15:14;01:07;1.0;1.0;ESTUFA GRA.;5.0;Hora Fixa;2.5;2.5;9.0;5.7;00h14m12s;11200.0;;;;;raw_irrigation_event.csv;
1518;17/10/2025;09:01;09:19;18:01;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.5;2.7;8.0;5.7;00h17m33s;15600.0;;;;;raw_irrigation_event.csv;
1519;17/10/2025;11:03;11:16;02:02;1.0;1.0;ESTUFA GRA.;2.0;Irradiação;2.5;2.7;9.0;5.9;00h12m53s;11400.0;;;;;raw_irrigation_event.csv;
1520;17/10/2025;13:33;13:47;02:30;1.0;1.0;ESTUFA GRA.;3.0;Cíclico;2.5;2.6;9.0;6.1;00h14m12s;11400.0;;;;;raw_irrigation_event.csv;
1521;17/10/2025;15:00;15:18;01:27;1.0;1.0;ESTUFA GRA.;4.0;Hora Fixa;2.5;2.7;9.0;5.9;00h18m52s;15300.0;;;;;raw_irrigation_event.csv;
1523;18/10/2025;09:06;09:25;18:06;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.5;2.6;8.0;6.0;00h18m52s;15800.0;;;;;raw_irrigation_event.csv;
1524;18/10/2025;11:03;11:16;01:57;1.0;1.0;ESTUFA GRA.;2.0;Irradiação;2.5;2.7;9.0;5.8;00h12m53s;11100.0;;;;;raw_irrigation_event.csv;
1525;18/10/2025;13:25;13:39;02:22;1.0;1.0;ESTUFA GRA.;3.0;Manual;2.3;2.4;9.0;6.1;00h14m12s;11300.0;;;;;raw_irrigation_event.csv;
1526;18/10/2025;14:45;14:57;01:20;1.0;1.0;ESTUFA GRA.;4.0;Hora Fixa;2.6;3.3;9.0;3.9;00h12m53s;11200.0;;;;;raw_irrigation_event.csv;
1528;19/10/2025;09:00;09:17;18:15;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.6;2.8;8.0;6.0;00h17m33s;15900.0;;;;;raw_irrigation_event.csv;
1529;19/10/2025;11:30;11:44;02:30;1.0;1.0;ESTUFA GRA.;2.0;Cíclico;2.6;2.7;9.0;6.1;00h14m12s;11300.0;;;;;raw_irrigation_event.csv;
1530;19/10/2025;14:45;14:57;03:15;1.0;1.0;ESTUFA GRA.;3.0;Hora Fixa;2.6;3.0;9.0;5.5;00h12m53s;11400.0;;;;;raw_irrigation_event.csv;
1532;20/10/2025;09:00;09:17;18:15;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;2.9;3.1;8.0;6.1;00h17m33s;16000.0;;;;;raw_irrigation_event.csv;
1533;20/10/2025;10:15;10:15;01:15;1.0;1.0;ESTUFA GRA.;2.0;Manual;2.7;;9.0;;00h00m00s;;;;;;raw_irrigation_event.csv;
1534;20/10/2025;11:27;11:42;01:12;1.0;1.0;ESTUFA GRA.;3.0;Manual;2.6;2.8;9.0;6.1;00h14m12s;11600.0;;;;;raw_irrigation_event.csv;
1535;20/10/2025;14:27;14:40;03:00;1.0;1.0;ESTUFA GRA.;4.0;Irradiação;1.6;1.9;9.0;6.5;00h12m53s;11500.0;;;;;raw_irrigation_event.csv;
1536;20/10/2025;14:54;15:07;00:27;1.0;1.0;ESTUFA GRA.;5.0;Hora Fixa;1.6;1.8;9.0;6.6;00h12m53s;11600.0;;;;;raw_irrigation_event.csv;
1538;21/10/2025;09:25;09:43;18:31;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;3.3;3.4;8.0;6.0;00h18m52s;15600.0;;;;;raw_irrigation_event.csv;
1540;22/10/2025;08:51;09:13;23:26;1.0;1.0;ESTUFA GRA.;1.0;Manual;3.0;1.9;8.0;6.5;00h13m05s;6300.0;;;;;raw_irrigation_event.csv;
1541;22/10/2025;09:13;09:29;00:22;1.0;1.0;ESTUFA GRA.;2.0;Pontual;3.0;1.9;8.0;6.6;00h13m59s;4400.0;;;;;raw_irrigation_event.csv;
1543;23/10/2025;11:25;11:43;+1d 02:12;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;3.5;3.8;9.0;6.0;00h18m52s;14700.0;;;;;raw_irrigation_event.csv;
1545;24/10/2025;12:08;12:27;+1d 00:43;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;3.0;3.3;9.0;6.1;00h18m52s;15000.0;;;;;raw_irrigation_event.csv;
1547;25/10/2025;12:08;12:26;+1d 00:00;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;3.0;3.3;9.0;6.0;00h18m52s;15500.0;;;;;raw_irrigation_event.csv;
1549;26/10/2025;09:18;09:32;21:10;1.0;1.0;ESTUFA GRA.;1.0;Pontual;3.0;3.2;8.0;5.9;00h14m12s;11400.0;;;;;raw_irrigation_event.csv;
1550;26/10/2025;10:21;10:35;01:03;1.0;1.0;ESTUFA GRA.;2.0;Pontual;3.0;3.3;9.0;5.5;00h14m12s;11200.0;;;;;raw_irrigation_event.csv;
1551;26/10/2025;11:38;11:53;01:17;1.0;1.0;ESTUFA GRA.;3.0;Irradiação;3.0;3.3;9.0;5.5;00h14m12s;11200.0;;;;;raw_irrigation_event.csv;
1552;26/10/2025;12:08;12:26;00:30;1.0;1.0;ESTUFA GRA.;4.0;Hora Fixa;3.0;3.4;9.0;5.0;00h18m52s;15500.0;;;;;raw_irrigation_event.csv;
1553;26/10/2025;14:09;14:22;02:01;1.0;1.0;ESTUFA GRA.;5.0;Manual;3.0;3.2;9.0;5.5;00h12m53s;10900.0;;;;;raw_irrigation_event.csv;
1555;27/10/2025;09:53;10:03;19:44;1.0;1.0;ESTUFA GRA.;1.0;Pontual;3.0;2.9;9.0;5.6;00h10m10s;5200.0;;;;;raw_irrigation_event.csv;
1556;27/10/2025;11:20;11:34;01:27;1.0;1.0;ESTUFA GRA.;2.0;Irradiação;3.0;2.9;9.0;5.4;00h14m12s;7300.0;;;;;raw_irrigation_event.csv;
1557;27/10/2025;12:21;12:40;01:01;1.0;1.0;ESTUFA GRA.;3.0;Hora Fixa;3.0;3.3;9.0;4.3;00h18m52s;10400.0;;;;;raw_irrigation_event.csv;
1558;27/10/2025;13:46;13:58;01:25;1.0;1.0;ESTUFA GRA.;4.0;Pontual;3.0;3.0;9.0;4.8;00h12m53s;7400.0;;;;;raw_irrigation_event.csv;
1559;27/10/2025;14:13;14:38;00:27;1.0;1.0;ESTUFA GRA.;5.0;Pontual;3.0;2.0;9.0;5.3;00h01m50s;;;;;;raw_irrigation_event.csv;
1560;27/10/2025;14:37;14:52;00:24;1.0;1.0;ESTUFA GRA.;6.0;Pontual;3.0;4.7;9.0;3.4;00h14m03s;4500.0;;;;;raw_irrigation_event.csv;
1561;27/10/2025;14:52;15:07;00:14;1.0;1.0;ESTUFA GRA.;7.0;Pontual;3.0;4.3;9.0;3.2;00h14m03s;4400.0;;;;;raw_irrigation_event.csv;
1563;28/10/2025;09:50;09:50;18:58;1.0;1.0;ESTUFA GRA.;1.0;Manual;3.0;;9.0;;00h00m00s;;;;;;raw_irrigation_event.csv;
1564;28/10/2025;12:11;12:20;02:21;1.0;1.0;ESTUFA GRA.;2.0;Hora Fixa;3.0;3.6;9.0;5.9;00h09m00s;2800.0;;;;;raw_irrigation_event.csv;
1565;28/10/2025;12:20;12:22;00:00;1.0;1.0;ESTUFA GRA.;4.0;Pontual;3.0;4.6;9.0;5.5;00h01m02s;;;;;;raw_irrigation_event.csv;
1566;28/10/2025;12:21;12:21;00:10;1.0;1.0;ESTUFA GRA.;3.0;Manual;3.0;;9.0;;00h00m00s;;;;;;raw_irrigation_event.csv;
1567;28/10/2025;12:22;12:35;00:01;1.0;1.0;ESTUFA GRA.;5.0;Pontual;3.0;3.1;9.0;5.5;00h12m53s;11900.0;;;;;raw_irrigation_event.csv;
1569;29/10/2025;11:32;12:03;23:10;1.0;1.0;ESTUFA GRA.;1.0;Manual;3.0;1.9;9.0;6.5;00h14m12s;10900.0;;;;;raw_irrigation_event.csv;
1571;30/10/2025;10:16;10:34;22:44;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;3.0;3.0;9.0;5.8;00h18m52s;14700.0;;;;;raw_irrigation_event.csv;
1573;31/10/2025;10:24;10:41;+1d 00:08;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;3.0;3.2;9.0;5.6;00h17m33s;15300.0;;;;;raw_irrigation_event.csv;
1576;02/11/2025;09:24;09:42;+1d 23:00;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;3.0;3.2;8.0;5.3;00h17m33s;15700.0;;;;;raw_irrigation_event.csv;
1577;02/11/2025;10:45;10:59;01:21;1.0;1.0;ESTUFA GRA.;2.0;Irradiação;3.0;3.3;9.0;5.1;00h14m12s;11200.0;;;;;raw_irrigation_event.csv;
1578;02/11/2025;12:41;12:55;01:56;1.0;1.0;ESTUFA GRA.;3.0;Irradiação;3.0;3.1;9.0;4.2;00h14m12s;11200.0;;;;;raw_irrigation_event.csv;
1580;03/11/2025;08:59;09:18;20:18;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;3.0;3.4;8.0;4.5;00h18m52s;15900.0;;;;;raw_irrigation_event.csv;
1581;03/11/2025;11:01;11:15;02:02;1.0;1.0;ESTUFA GRA.;2.0;Irradiação;3.0;3.4;9.0;4.3;00h14m12s;11300.0;;;;;raw_irrigation_event.csv;
1582;03/11/2025;12:58;13:12;01:57;1.0;1.0;ESTUFA GRA.;3.0;Irradiação;3.0;3.4;9.0;4.3;00h14m12s;11400.0;;;;;raw_irrigation_event.csv;
1584;04/11/2025;11:27;11:49;22:29;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;3.0;2.0;9.0;6.1;00h18m52s;14600.0;;;;;raw_irrigation_event.csv;
1585;04/11/2025;13:01;13:01;01:34;1.0;1.0;ESTUFA GRA.;2.0;Manual;3.0;;9.0;;00h00m00s;;;;;;raw_irrigation_event.csv;
1588;06/11/2025;09:01;09:18;+1d 20:00;1.0;1.0;ESTUFA GRA.;1.0;Hora Fixa;3.0;3.4;8.0;4.6;00h17m33s;14300.0;;;;;raw_irrigation_event.csv;
1589;06/11/2025;11:39;11:53;02:38;1.0;1.0;ESTUFA GRA.;2.0;Irradiação;3.0;3.4;9.0;4.5;00h14m12s;10600.0;;;;;raw_irrigation_event.csv;
